experiment	run	tool	lock	version	sensitivity	paired	threads	seconds
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	4	26.261
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	40	156.396
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	16	32.212
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	7	27.253
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	43	174.893
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	31	93.375
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	28	82.181
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	13	29.673
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	37	138.324
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	unp	1	31.167
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	40	143.537
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	1	30.394
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	16	35.917
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	46	181.099
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	34	109.673
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	48	187.059
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	25	66.953
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	22	55.529
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	19	45.439
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	7	26.616
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	10	27.996
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	28	81.722
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	13	30.777
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	4	25.383
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	37	123.181
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	31	93.666
results_48	hisat-tt	hisat	tinythreads fast_mutex	Original parsing	sensitive	pe	43	160.342
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	43	30.537
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	31	27.163
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	37	28.221
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	4	23.68
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	28	26.836
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	13	25.327
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	25	26.309
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	22	25.999
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	10	25.023
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	19	25.776
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	48	61.45
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	34	27.812
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	7	24.459
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	46	31.704
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	16	25.59
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	40	29.183
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	pe	1	20.319
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	4	24.121
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	37	33.754
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	13	25.775
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	28	28.055
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	31	31.539
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	43	37.153
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	16	26.047
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	1	20.461
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	40	35.227
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	19	26.532
results_48	hisat-cleanparse-tbbpin-q	hisat	TBB queuing_mutex	Optimized parsing	sensitive	unp	10	25.534
